"ts","src_ip_octet_1","src_ip_octet_2","src_ip_octet_3","src_ip_octet_4","dst_ip_octet_1","dst_ip_octet_2","dst_ip_octet_3","dst_ip_octet_4","pvlan","svlan","src_port","dst_port","length","bucket"
"6557039217018169681","1","83","168","192","105","253","148","10","21","98","7071","161","1352","1526679600"
"6557039217018764554","1","83","168","192","105","253","148","10","21","98","7071","161","1352","1526679600"
"6557039217023161336","1","83","168","192","105","253","148","10","21","98","7071","161","808","1526679600"
"6557039217106755521","1","83","168","192","105","253","148","10","21","98","7071","161","1352","1526679600"
"6557039217107407088","1","83","168","192","105","253","148","10","21","98","7071","161","1352","1526679600"
"6557039217393409113","1","83","168","192","105","253","148","10","21","98","7071","161","1352","1526679600"
"6557039217540312314","1","83","168","192","105","253","148","10","21","98","7071","161","1384","1526679600"
"6557039217553208915","1","83","168","192","105","253","148","10","21","98","7071","161","1352","1526679600"
"6557039217566459870","1","83","168","192","105","253","148","10","21","98","7071","161","1352","1526679600"
"6557039217567037736","1","83","168","192","105","253","148","10","21","98","7071","161","1384","1526679600"
"6557039217636393771","1","83","168","192","105","253","148","10","21","98","7071","161","1352","1526679600"
"6557039217637412302","1","83","168","192","105","253","148","10","21","98","7071","161","1352","1526679600"
"6557039217921674718","1","83","168","192","105","253","148","10","21","98","7071","161","1352","1526679600"
"6557039218067071855","1","83","168","192","105","253","148","10","21","98","7071","161","1504","1526679600"
"6557039218130199192","1","83","168","192","105","253","148","10","21","98","7071","161","1352","1526679600"
"6557039218131601695","1","83","168","192","105","253","148","10","21","98","7071","161","1352","1526679600"
"6557039218133426327","1","83","168","192","105","253","148","10","21","98","7071","161","1504","1526679600"
"6557039218164471461","1","83","168","192","105","253","148","10","21","98","7071","161","1352","1526679600"
"6557039218167996240","1","83","168","192","105","253","148","10","21","98","7071","161","1352","1526679600"
"6557039218452047824","1","83","168","192","105","253","148","10","21","98","7071","161","1352","1526679600"
"6557039218602467642","1","83","168","192","105","253","148","10","21","98","7071","161","808","1526679600"
"6557039218661482990","1","83","168","192","105","253","148","10","21","98","7071","161","1352","1526679600"
"6557039218661483900","1","83","168","192","105","253","148","10","21","98","7071","161","1352","1526679600"
"6557039218670524099","1","83","168","192","105","253","148","10","21","98","7071","161","808","1526679600"
"6557039218691021373","1","83","168","192","105","253","148","10","21","98","7071","161","1352","1526679600"
"6557039218695287930","1","83","168","192","105","253","148","10","21","98","7071","161","1352","1526679600"
"6557039218980144035","1","83","168","192","105","253","148","10","21","98","7071","161","1352","1526679600"
"6557039219134274260","1","83","168","192","105","253","148","10","21","98","7071","161","1384","1526679600"
"6557039219190800919","1","83","168","192","105","253","148","10","21","98","7071","161","1352","1526679600"
"6557039219190801795","1","83","168","192","105","253","148","10","21","98","7071","161","1352","1526679600"
"6557039219197703192","1","83","168","192","105","253","148","10","21","98","7071","161","1384","1526679600"
"6557039219217911584","1","83","168","192","105","253","148","10","21","98","7071","161","1352","1526679600"
"6557039219222130777","1","83","168","192","105","253","148","10","21","98","7071","161","1352","1526679600"
"6557039219514849857","1","83","168","192","105","253","148","10","21","98","7071","161","1352","1526679600"
"6557039219693553509","1","83","168","192","105","253","148","10","21","98","7071","161","1504","1526679600"
"6557039219718741737","1","83","168","192","105","253","148","10","21","98","7071","161","1352","1526679600"
"6557039219719323811","1","83","168","192","105","253","148","10","21","98","7071","161","1352","1526679600"
"6557039219724170931","1","83","168","192","105","253","148","10","21","98","7071","161","1504","1526679600"
"6557039219744677894","1","83","168","192","105","253","148","10","21","98","7071","161","1352","1526679600"
"6557039219748694243","1","83","168","192","105","253","148","10","21","98","7071","161","1352","1526679600"
"6557039232845269997","20","0","111","10","121","253","148","10","21","98","45420","161","840","1526679600"
"6557039233389875107","20","0","111","10","121","253","148","10","21","98","45420","161","832","1526679600"
"6557039233921155063","20","0","111","10","121","253","148","10","21","98","45420","161","832","1526679600"
"6557039234452451333","20","0","111","10","121","253","148","10","21","98","45420","161","832","1526679600"
"6557039234984048843","20","0","111","10","121","253","148","10","21","98","45420","161","832","1526679600"
"6557039235515876770","20","0","111","10","121","253","148","10","21","98","45420","161","832","1526679600"
"6557039236046588688","20","0","111","10","121","253","148","10","21","98","45420","161","832","1526679600"
"6557039236577990655","20","0","111","10","121","253","148","10","21","98","45420","161","832","1526679600"
"6557039236935377655","78","253","98","10","90","253","98","10","21","98","63211","179","624","1526679600"
"6557039233450929932","19","0","111","10","107","253","148","10","21","98","60314","22","1040","1526679600"
"6557039233972603096","19","0","111","10","107","253","148","10","21","98","60314","22","1296","1526679600"
"6557039234532265009","19","0","111","10","107","253","148","10","21","98","60314","22","3600","1526679600"
"6557039235060392167","19","0","111","10","107","253","148","10","21","98","60314","22","1424","1526679600"
"6557039236675502610","19","0","111","10","107","253","148","10","21","98","60314","22","1296","1526679600"
"6557039242153620413","78","253","98","10","90","253","98","10","21","98","63211","179","776","1526679600"
"6557039241431596602","20","0","111","10","121","253","148","10","21","98","45420","161","832","1526679600"
"6557039241963336623","20","0","111","10","121","253","148","10","21","98","45420","161","832","1526679600"
"6557039242494676625","20","0","111","10","121","253","148","10","21","98","45420","161","832","1526679600"
"6557039243027285641","20","0","111","10","121","253","148","10","21","98","45420","161","832","1526679600"
"6557039243559022187","20","0","111","10","121","253","148","10","21","98","45420","161","832","1526679600"
"6557039244521757715","20","0","111","10","121","253","148","10","21","98","45420","161","832","1526679600"
"6557039245105232123","20","0","111","10","121","253","148","10","21","98","45420","161","840","1526679600"
"6557039244298591822","20","0","111","10","108","253","148","10","21","98","60487","161","856","1526679600"
"6557039241437759020","19","0","111","10","108","253","148","10","21","98","48696","22","624","1526679600"
"6557039241958675390","19","0","111","10","108","253","148","10","21","98","48696","22","624","1526679600"
"6557039241959180756","19","0","111","10","108","253","148","10","21","98","48696","22","4304","1526679600"
"6557039242670910299","19","0","111","10","108","253","148","10","21","98","48696","22","624","1526679600"
"6557039242686349483","19","0","111","10","108","253","148","10","21","98","48696","22","624","1526679600"
"6557039245318264176","19","0","111","10","108","253","148","10","21","98","48696","22","624","1526679600"
"6557039245325229241","19","0","111","10","108","253","148","10","21","98","48696","22","1168","1526679600"
"6557039259113036989","21","252","111","10","107","253","148","10","21","98","0","0","1816","1526679600"
"6557039259113130482","21","252","111","10","107","253","148","10","21","98","0","0","1488","1526679600"
"6557039259113285617","21","252","111","10","107","253","148","10","21","98","0","0","1584","1526679600"
"6557039266817892756","78","253","98","10","90","253","98","10","21","98","63211","179","776","1526679600"
"6557039263616533305","76","253","98","10","91","253","98","10","21","98","179","60424","544","1526679600"
"6557039266421406977","1","83","168","192","108","253","148","10","21","98","14615","161","992","1526679600"
"6557039266412513153","20","0","111","10","101","253","148","10","21","98","58052","161","4712","1526679600"
"6557039265874466670","1","83","168","192","108","253","148","10","21","98","15565","161","992","1526679600"
"6557039265819468163","20","0","111","10","101","253","148","10","21","98","46596","161","4712","1526679600"
"6557039256083882092","1","83","168","192","107","253","148","10","21","98","8066","161","952","1526679600"
"6557039255128639632","20","0","111","10","101","253","148","10","21","98","41499","161","840","1526679600"
"6557039255710033091","20","0","111","10","101","253","148","10","21","98","41499","161","848","1526679600"
"6557039256292518452","20","0","111","10","101","253","148","10","21","98","41499","161","856","1526679600"
"6557039256890315502","20","0","111","10","101","253","148","10","21","98","41499","161","856","1526679600"
"6557039257472317109","20","0","111","10","101","253","148","10","21","98","41499","161","856","1526679600"
"6557039258057697996","20","0","111","10","101","253","148","10","21","98","41499","161","856","1526679600"
"6557039256618604761","1","83","168","192","108","253","148","10","21","98","8957","161","928","1526679600"
"6557039254216176864","20","0","111","10","121","253","148","10","21","98","45420","161","840","1526679600"
"6557039254750646319","20","0","111","10","121","253","148","10","21","98","45420","161","840","1526679600"
"6557039255294001886","20","0","111","10","121","253","148","10","21","98","45420","161","832","1526679600"
"6557039255825424847","20","0","111","10","121","253","148","10","21","98","45420","161","832","1526679600"
"6557039256356607705","20","0","111","10","121","253","148","10","21","98","45420","161","832","1526679600"
"6557039256888294005","20","0","111","10","121","253","148","10","21","98","45420","161","832","1526679600"
"6557039257420593544","20","0","111","10","121","253","148","10","21","98","45420","161","832","1526679600"
"6557039257951932653","20","0","111","10","121","253","148","10","21","98","45420","161","832","1526679600"
"6557039262657935638","78","253","98","10","90","253","98","10","21","98","63211","179","624","1526679600"
"6557039264630830927","20","0","111","10","101","253","148","10","21","98","46035","161","4712","1526679600"
"6557039267658897741","161","250","17","172","107","253","148","10","21","98","49","63422","624","1526679600"
"6557039269465601606","20","0","111","10","101","253","148","10","21","98","47613","161","4712","1526679600"
"6557039262031399271","1","83","168","192","108","253","148","10","21","98","20224","161","952","1526679600"
"6557039269873692324","1","83","168","192","108","253","148","10","21","98","31175","161","952","1526679600"
"6557039267607373055","20","0","111","10","101","253","148","10","21","98","51190","161","4712","1526679600"
"6557039258643973117","20","0","111","10","101","253","148","10","21","98","41499","161","856","1526679600"
"6557039259228232016","20","0","111","10","101","253","148","10","21","98","41499","161","856","1526679600"
"6557039259812209782","20","0","111","10","101","253","148","10","21","98","41499","161","856","1526679600"
"6557039260393233361","20","0","111","10","101","253","148","10","21","98","41499","161","856","1526679600"
"6557039260975232585","20","0","111","10","101","253","148","10","21","98","41499","161","856","1526679600"
"6557039261558194248","20","0","111","10","101","253","148","10","21","98","41499","161","856","1526679600"
"6557039262574069424","1","83","168","192","108","253","148","10","21","98","12648","161","952","1526679600"
"6557039259858227642","1","83","168","192","108","253","148","10","21","98","1282","161","952","1526679600"
"6557039261489118365","1","83","168","192","108","253","148","10","21","98","31326","161","952","1526679600"
"6557039267193064427","161","250","17","172","107","253","148","10","21","98","49","51358","688","1526679600"
"6557039267718660130","161","250","17","172","107","253","148","10","21","98","49","51358","624","1526679600"
"6557039267723148841","161","250","17","172","107","253","148","10","21","98","49","51358","760","1526679600"
"6557039267723237644","161","250","17","172","107","253","148","10","21","98","49","51358","624","1526679600"
"6557039268248637737","161","250","17","172","107","253","148","10","21","98","49","51358","624","1526679600"
"6557039267188481828","161","250","17","172","107","253","148","10","21","98","49","62651","624","1526679600"
"6557039269664560718","161","250","17","172","107","253","148","10","21","98","49","62651","624","1526679600"
"6557039260402247119","1","83","168","192","108","253","148","10","21","98","22097","161","952","1526679600"
"6557039260949266534","1","83","168","192","108","253","148","10","21","98","17710","161","952","1526679600"
"6557039258678347123","20","0","111","10","108","253","148","10","21","98","40035","161","856","1526679600"
"6557039261151418705","20","0","111","10","108","253","148","10","21","98","40035","161","856","1526679600"
"6557039258524485918","20","0","111","10","112","253","148","10","21","98","48243","161","848","1526679600"
"6557039259069179526","20","0","111","10","112","253","148","10","21","98","48243","161","848","1526679600"
"6557039259618003934","20","0","111","10","112","253","148","10","21","98","48243","161","840","1526679600"
"6557039260162202327","20","0","111","10","112","253","148","10","21","98","48243","161","848","1526679600"
"6557039260704322566","20","0","111","10","112","253","148","10","21","98","48243","161","848","1526679600"
"6557039261246533997","20","0","111","10","112","253","148","10","21","98","48243","161","848","1526679600"
"6557039261790045727","20","0","111","10","112","253","148","10","21","98","48243","161","848","1526679600"
"6557039262332123790","20","0","111","10","112","253","148","10","21","98","48243","161","848","1526679600"
"6557039258483677984","20","0","111","10","121","253","148","10","21","98","45420","161","832","1526679600"
